_id,fighter_id,name,height,weight,reach,stance,dob,n_win,n_loss,n_draw,sig_str_land_pM,sig_str_land_pct,sig_str_abs_pM,sig_str_def_pct,td_avg,td_land_pct,td_def_pct,sub_avg,tsne_2d_x,tsne_2d_y,tsne_3d_x,tsne_3d_y,tsne_3d_z
67533c6e7a2ac5f7e09aefc9,68b8ebdfce9dbb61,Charalampos Grigoriou,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 31, 1992",8,5,0,2.62,0.48,3.97,0.46,2.62,0.8,0.9,0.0,37.451904,28.802282,8.859652,14.736106,-6.753181
67533c6e7a2ac5f7e09aefc7,7fb4234670271505,Chuck Grigsby,"6' 6""",205 lbs.,,Orthodox,,23,10,0,0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0,-15.133701,-24.499125,-9.3933735,-10.3991165,-1.7082171
67533c6e7a2ac5f7e09aefcd,b0d6a1d8ac3d563d,Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",20,10,0,3.92,0.49,3.81,0.57,1.45,0.41,0.68,0.3,38.27014,3.3671231,10.624569,-2.1331666,-5.361688
67533c6e7a2ac5f7e09aefce,634bb0de2eb043b4,Cristiane Justino,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985",21,2,0,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,49.564983,-15.260828,14.111611,-10.4456835,-6.674103
67533c6e7a2ac5f7e09aefcb,fcffee71cff5530e,Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",19,7,0,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,34.570415,4.0945263,11.515869,-0.27349925,-8.317039
67533c6e7a2ac5f7e09aefcc,20205040232ed0f3,Tyson Griffin,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",16,8,0,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,17.147112,17.496939,7.1345673,5.6452117,-4.095685
67533c6e7a2ac5f7e09aefcf,ac70a4f1db1b8c40,Scott Junk,"6' 1""",265 lbs.,,Orthodox,"Dec 17, 1978",8,3,1,5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0,-22.968927,-24.518957,-2.8752997,-4.85324,10.821715
67533c6e7a2ac5f7e09aefd0,08e908ed6d18d6a0,Myles Jury,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988",17,4,0,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,17.114153,20.354378,1.5190017,10.022711,-3.0216074
67533c6e7a2ac5f7e09aefd1,74f9448b97bf8bec,Da Woon Jung,"6' 4""",205 lbs.,"78""",Orthodox,"Dec 07, 1993",15,6,1,3.24,0.4,4.23,0.49,1.59,0.47,0.75,0.2,28.751228,11.258663,9.882636,1.1251907,-2.846158
67533c6e7a2ac5f7e09aef5d,1e1dbd1cc5a7469e,Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",17,6,0,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,29.50295,-9.065874,5.849841,-6.340849,-3.5146742
67533c6e7a2ac5f7e09aefd4,4c288a2b250bb576,Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988",13,5,0,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,33.23762,51.172108,7.0420523,17.775879,-6.1289935
67533c6e7a2ac5f7e09aefd6,f1ab6f37492c630a,Carli Judice,"5' 7""",125 lbs.,"68""",Southpaw,"Mar 02, 1999",3,2,0,11.23,0.54,10.1,0.52,1.0,0.25,0.7,0.0,3.8093293,-54.403633,-0.27522948,-15.904951,10.301748
67533c6e7a2ac5f7e09aefd7,c451d67c09c55418,Chan Sung Jung,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",17,8,0,3.93,0.41,4.52,0.52,0.7,0.44,0.72,0.6,34.18869,-13.031557,13.475824,-1.8054931,-3.511159
67533c6e7a2ac5f7e09aefd3,b35d1650c78c2948,Bu-Kyung Jung,"5' 7""",154 lbs.,,Orthodox,"May 26, 1978",0,4,0,0.63,0.36,1.85,0.56,1.1,0.75,0.0,1.5,-5.5674014,35.83095,-0.5808875,10.204449,8.841802
67533c6e7a2ac5f7e09aefd5,6ece1d2ab1bed31d,Steve Judson,"5' 11""",230 lbs.,,Orthodox,,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09aefd8,410898e8dd6ca9b6,Ernie Juarez,"5' 8""",145 lbs.,"70""",,"Jan 12, 1998",8,1,0,4.21,0.51,6.23,0.55,0.0,0.0,0.25,0.0,-6.8681364,-42.282925,-0.51616144,-12.684908,4.9818807
67533c6e7a2ac5f7e09aef5a,e0c6edcb5b5d0b90,Chepe Mariscal,"5' 7""",145 lbs.,"69""",Orthodox,"Oct 27, 1992",17,6,0,4.75,0.57,3.24,0.5,3.09,0.39,0.72,0.3,47.186424,-0.5856471,13.938744,6.1542263,1.9306278
67533c6e7a2ac5f7e09aefdd,35080a7f406f9ab3,Mike Joy,"5' 6""",155 lbs.,,Southpaw,"Jul 18, 1985",11,8,0,0.57,0.33,1.71,0.47,0.78,0.33,0.0,2.3,-12.031456,24.648388,-3.7050476,5.553539,4.0963607
67533c6e7a2ac5f7e09aefdb,791367e8c35cfb6a,Dustin Joynson,"6' 6""",244 lbs.,"78""",Orthodox,"Oct 14, 1985",5,0,0,3.28,0.53,5.63,0.47,0.0,0.0,0.0,0.0,-16.645346,-44.040337,-4.7873526,-9.631351,10.831996
67533c6e7a2ac5f7e09aefde,dda15dbfafb792df,Kevin Jousset,"6' 2""",170 lbs.,"75""",Orthodox,"May 02, 1993",10,3,0,7.73,0.56,6.92,0.48,1.05,0.4,1.0,0.5,39.01829,-32.555504,11.756361,-13.974731,-2.7686303
67533c6e7a2ac5f7e09aefdf,f1d64ae34e088832,Charles Jourdain,"5' 9""",135 lbs.,"69""",Switch,"Nov 27, 1995",16,8,1,5.43,0.48,4.27,0.56,0.34,0.21,0.47,0.6,34.69475,-25.080029,10.920657,-10.08963,1.3484014
67533c6e7a2ac5f7e09aefda,a72a2a769fa5a2be,Anshul Jubli,"6' 0""",155 lbs.,"69""",Switch,"Jan 13, 1995",7,1,0,6.48,0.46,5.61,0.51,0.82,0.18,0.63,0.4,36.0898,-29.797369,10.840259,-12.753023,-0.45585084
67533c6e7a2ac5f7e09aefd9,cd039ff136d89ded,Jesse Juarez,"6' 1""",170 lbs.,,Orthodox,"May 08, 1981",23,12,0,1.71,0.48,2.87,0.52,2.69,0.33,0.5,0.0,8.306654,21.46067,3.1875916,5.1711717,1.1304021
67533c6e7a2ac5f7e09aefe0,cf65d56b0755ed3b,Alan Jouban,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 25, 1981",17,7,0,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,49.027275,-13.183812,14.16455,-7.1645503,-3.923712
67533c6e7a2ac5f7e09aefe1,388abbf8832b5adf,Jeff Joslin,"6' 0""",170 lbs.,,Orthodox,"Apr 30, 1975",5,3,0,2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5,13.607928,-5.0060315,2.9148984,-0.66551524,-3.7281752
67533c6e7a2ac5f7e09aefe2,4e06913c91da5200,Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989",24,6,0,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,31.950258,1.5749445,6.750225,-0.5879913,-7.6861267
67533c6e7a2ac5f7e09aefe3,34ca93f1791a5c50,Dwight Joseph,"5' 6""",135 lbs.,,Switch,"Aug 16, 1989",5,0,0,2.6,0.52,2.87,0.55,1.0,0.2,0.2,1.0,-3.1902752,6.453519,2.3401582,-0.22350103,5.5534782
67533c6e7a2ac5f7e09aefe5,0b64d0fed453ef7f,Scott Jorgensen,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982",15,12,0,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,16.437162,17.923685,7.4588294,5.9170995,-4.1193867
67533c6e7a2ac5f7e09aefe6,19db7ac26308178f,Ivan Jorge,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980",27,7,0,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,22.180187,-6.7046475,4.656629,-3.8944812,-1.2873905
67533c6e7a2ac5f7e09aefe7,712c4db78b9373d1,Joe Jordan,"5' 6""",155 lbs.,,Orthodox,"Jul 27, 1978",49,14,2,1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0,5.8342605,-32.056183,-4.7522454,-12.397509,-3.7041106
67533c6e7a2ac5f7e09aefe8,02e52b3a595f0786,Kevin Jordan,"6' 3""",245 lbs.,,Orthodox,"Dec 31, 1970",11,9,0,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,4.518607,-26.706217,-3.60745,-9.241025,-2.8099258
67533c6e7a2ac5f7e09aefec,bfc2fc38a0e20211,Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",15,5,0,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,42.888004,2.536403,14.549497,5.9132056,-0.6909609
67533c6e7a2ac5f7e09aefff,fb37795db81f93f3,Bogdan Grad,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995",14,2,0,6.35,0.47,10.25,0.49,2.75,0.42,0.0,0.0,-15.5351515,1.5152916,3.9275968,2.9849699,14.39763
67533c6e7a2ac5f7e09af003,079488710f012779,Cesar Gracie,"5' 10""",181 lbs.,,Orthodox,,0,1,0,0.0,0.0,17.14,0.5,0.0,0.0,0.0,0.0,-24.767601,-53.75889,-9.329791,-16.047302,12.097498
67533c6e7a2ac5f7e09aefef,5eb50529a8418b77,Gabe Green,"5' 10""",155 lbs.,"73""",Switch,"May 02, 1993",11,5,0,6.28,0.45,6.95,0.47,0.83,0.5,0.53,0.3,52.60166,-18.24174,14.234947,-11.32025,-2.2991517
67533c6e7a2ac5f7e09aeff9,113df4fde64735c6,Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",15,7,0,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2,38.18603,-14.0249605,11.507207,-6.7870526,-0.6251876
67533c6e7a2ac5f7e09aeff4,642862d6d63605cd,Shelton Graves,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985",7,3,0,2.19,0.69,0.81,0.33,4.86,0.57,0.0,0.0,-7.1585317,45.81278,2.5567095,13.362397,4.818636
67533c6e7a2ac5f7e09af001,a6bbd3df469c6bea,Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",8,2,0,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,0.18681686,20.477911,-1.0246879,8.153231,-1.7706019
67533c6e7a2ac5f7e09af004,722b870449243083,Igor Gracie,"5' 11""",170 lbs.,,,"Feb 04, 1980",5,4,0,1.86,0.6,0.99,0.5,3.72,0.5,0.0,3.7,-13.313362,34.40634,-3.744453,11.806769,5.6588845
67533c6e7a2ac5f7e09af000,12d855d12a624da2,Neiman Gracie,"6' 0""",170 lbs.,,,,6,0,0,0.77,1.0,0.38,0.75,5.77,1.0,0.0,5.8,-12.538103,40.524696,-3.6140435,14.59333,6.5997066
67533c6e7a2ac5f7e09aefee,068f8a189a47fea6,Maurice Greene,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",9,7,0,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4,-5.9289656,-37.243492,-2.7629893,-10.333969,3.9264193
67533c6e7a2ac5f7e09aefe9,ca2efc9d7d523c43,Shawn Jordan,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984",19,8,0,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,24.326576,5.9679794,9.446897,1.2115593,-1.3178029
67533c6e7a2ac5f7e09aeff7,8be158ca1e5ea6a0,Dwight Grant,"6' 1""",185 lbs.,"76""",Switch,"Sep 14, 1984",11,6,0,3.29,0.36,2.66,0.6,0.61,1.0,0.66,0.0,32.985264,52.070866,6.722571,18.07229,-5.564331
67533c6e7a2ac5f7e09aeffe,3e514f437c51ce0a,Steven Graham,"6' 1""",290 lbs.,,Orthodox,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09aefea,08b01ed84044c6bc,Jacobi Jones,"5' 9""",155 lbs.,"72""",Orthodox,"May 24, 1996",6,2,0,5.87,0.46,7.6,0.48,0.0,0.0,0.33,0.0,-7.2191143,-45.35408,0.7822143,-15.706879,4.2054462
67533c6e7a2ac5f7e09aeff2,bb0d290026d7681d,Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",9,4,0,3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0,-21.933584,-23.32828,-3.0387776,-3.2549477,10.866796
67533c6e7a2ac5f7e09aefeb,1a98c9dbb7fc3959,Jocelyn Jones-Lybarger,"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985",6,4,0,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,16.15147,-14.291441,0.7021856,-3.6761255,-7.6079574
67533c6e7a2ac5f7e09aeff3,2db65fc038c0018e,James Gray,"5' 9""",135 lbs.,,Orthodox,"Oct 25, 1987",4,1,0,2.61,0.5,18.26,0.44,0.0,0.0,0.0,0.0,-22.379177,-53.08292,-7.7189684,-15.595737,11.40729
67533c6e7a2ac5f7e09aeffc,242d36d241b43c12,Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",5,2,0,3.74,0.44,6.82,0.53,0.47,0.25,0.0,0.5,-13.773757,3.6052394,3.0113862,1.7858144,12.864783
67533c6e7a2ac5f7e09aeffa,a26198ba5093147e,TJ Grant,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",21,5,0,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,17.19269,6.6755786,9.043364,2.2971482,6.0691915
67533c6e7a2ac5f7e09aeff8,e8b731feff72294b,Alexa Grasso,"5' 5""",125 lbs.,"66""",Orthodox,"Aug 09, 1993",16,4,1,4.19,0.41,3.69,0.58,0.44,0.4,0.54,0.7,30.46848,-17.022827,9.576814,-5.577888,1.2513245
67533c6e7a2ac5f7e09aeff0,6d12031661db8ac8,Sam Greco,"6' 2""",205 lbs.,,Orthodox,"May 03, 1967",3,1,1,2.4,0.75,1.33,0.53,0.0,0.0,0.25,1.0,-30.058996,-9.348359,-3.710907,-6.0298553,4.743585
67533c6e7a2ac5f7e09aeff5,3f1d23b01c552a13,Michael Graves,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991",6,0,1,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,21.286598,30.893604,7.354658,11.425116,-0.5675024
67533c6e7a2ac5f7e09aeff6,601964f9654f911a,Tony Gravely,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",23,9,0,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,12.052519,37.4321,8.683909,9.6609955,6.023108
67533c6e7a2ac5f7e09af002,e4a9dbade7c7e1a7,Rolles Gracie,"6' 4""",242 lbs.,,Orthodox,"Jul 14, 1978",8,4,0,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,-23.543274,13.194996,-2.3041048,5.962831,11.822085
67533c6e7a2ac5f7e09aeffb,7559395ad833c074,Miranda Granger,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 13, 1992",7,3,0,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0,-0.9295546,-31.565788,-1.2845105,-8.676715,3.4443984
67533c6e7a2ac5f7e09aefed,f046d724d2a84ac5,Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",23,8,0,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,43.506485,9.456437,12.5028,1.6272417,-7.320345
67533c6e7a2ac5f7e09aeffd,6e4acc2c115215b5,Scott Graham,"6' 4""",185 lbs.,,Orthodox,,3,1,0,0.91,0.42,2.27,0.28,0.0,0.0,0.0,0.0,-32.768223,-22.137783,-9.62845,-6.409596,6.6363077
67533c6e7a2ac5f7e09aeff1,887961364be5ceb3,King Green,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",32,16,1,6.43,0.53,3.73,0.62,1.23,0.39,0.74,0.3,47.00911,-12.985354,13.801778,-7.201613,-5.605377
67533c6e7a2ac5f7e09af005,84283233ec42be5f,Ralek Gracie,"6' 2""",210 lbs.,,Orthodox,"Oct 04, 1985",3,1,0,1.61,0.46,1.05,0.55,2.5,0.75,0.0,1.7,-5.2912655,36.861507,-0.37290224,10.346278,7.78984
67533c6e7a2ac5f7e09af006,b807814d977682eb,Royler Gracie,"5' 8""",150 lbs.,,Southpaw,"Dec 06, 1965",5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af007,36877f0e62b25b96,Rodrigo Gracie,"6' 0""",183 lbs.,,Orthodox,"Apr 11, 1975",6,2,1,1.34,0.51,0.86,0.46,1.49,0.5,0.75,0.4,18.128643,13.243579,1.0620637,3.953128,-5.9649405
67533c6e7a2ac5f7e09af00b,194fc025f9355db6,Rickson Gracie,"5' 10""",185 lbs.,,Switch,"Nov 20, 1958",11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af00a,f6ad6a1e4d600e0d,Mason Jones,"5' 10""",155 lbs.,"74""",Orthodox,"Apr 26, 1995",11,2,0,5.61,0.44,4.94,0.46,3.16,0.45,0.8,0.0,52.28942,-6.4467335,17.068035,-10.210525,-0.556863
67533c6e7a2ac5f7e09af00f,1dda22d0ac3d1271,Jamelle Jones,"6' 0""",205 lbs.,"75""",Orthodox,"Jan 31, 1988",7,5,0,1.78,0.8,3.11,0.65,0.0,0.0,0.0,0.0,-31.705168,-10.930358,-3.9311604,-6.1519265,6.11594
67533c6e7a2ac5f7e09af00c,f1fd494586ab8d5f,Antonio Jones,"5' 11""",185 lbs.,,Orthodox,"Apr 12, 1985",6,1,0,7.5,0.55,30.0,0.42,0.0,0.0,0.0,0.0,-21.028566,-55.30671,-6.756207,-17.017689,12.073878
67533c6e7a2ac5f7e09af00d,8a9f54b9056b07f5,Roshaun Jones,"5' 8""",135 lbs.,,,,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af008,0c3838c8f7c620c2,Ryan Gracie,"5' 9""",200 lbs.,,Orthodox,"Aug 14, 1974",5,2,0,0.82,0.61,0.5,0.4,2.83,0.75,0.25,0.9,-0.8931027,32.196465,2.1326425,12.673999,3.0043418
67533c6e7a2ac5f7e09af010,509319d35664369e,Chris Jones,"5' 9""",149 lbs.,,,"Nov 16, 1981",10,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af00e,ec23c1be628d8057,Trevin Jones,"5' 7""",135 lbs.,"70""",Southpaw,"Aug 04, 1990",13,10,0,2.13,0.37,4.29,0.39,0.62,0.15,0.6,0.2,2.2682254,-11.503452,0.106247485,-4.8524237,2.7963433
67533c6e7a2ac5f7e09af019,f117c3e8c1aa7b9e,Carlton Jones,"6' 1""",225 lbs.,,Orthodox,,1,4,0,2.32,0.41,3.58,0.56,4.02,0.5,0.57,2.7,11.557501,30.969444,7.0226254,8.375415,3.1188886
67533c6e7a2ac5f7e09af015,7b223a22a6c26868,Tito Jones,"5' 8""",145 lbs.,,Southpaw,"Jul 31, 1981",11,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af018,8fa2b06572365321,Marcus Jones,"6' 6""",265 lbs.,,Orthodox,"Aug 15, 1973",4,2,0,1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9,-3.2018995,48.127243,4.344179,14.468411,6.103008
67533c6e7a2ac5f7e09af01e,1c3f5e85b59ec710,Brian Johnston,"6' 3""",230 lbs.,,Orthodox,,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af014,9b75954db8db2a08,Justin Jones,"5' 11""",185 lbs.,,Orthodox,"Sep 06, 1987",9,2,0,1.7,0.36,3.17,0.45,1.0,0.15,0.46,0.5,-1.7125365,-5.246799,-1.7696571,-1.9225575,0.59126896
67533c6e7a2ac5f7e09af01a,f54fb3b9c4228142,Nathan Jones,"6' 11""",345 lbs.,,Orthodox,"Aug 21, 1970",0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af017,07f72a2a7591b409,Jon Jones,"6' 4""",248 lbs.,"84""",Orthodox,"Jul 19, 1987",28,1,0,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,44.572063,2.738279,14.686365,6.754658,-1.1294471
67533c6e7a2ac5f7e09af016,bc0f994de0521926,Jesse Jones,"5' 9""",170 lbs.,,,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af01b,eeabcd4dc6619129,Daniel Jolly,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984",5,3,0,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,7.9708476,21.601887,3.084046,5.215618,1.3084421
67533c6e7a2ac5f7e09af01c,f341f9551ba744e2,Paul Jones,"5' 9""",199 lbs.,,Orthodox,"Jun 16, 1963",11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.634636,10.39253,-14.544407,4.288611,-10.692466
67533c6e7a2ac5f7e09af01d,84f727cf0166d6f2,Jose Johnson,"6' 0""",125 lbs.,"71""",Orthodox,"May 20, 1995",16,9,0,2.22,0.57,1.64,0.52,0.71,0.6,0.38,0.7,13.800974,12.345069,8.138856,3.6301098,-1.0039845
67533c6e7a2ac5f7e09af01f,6ce9a012e4c6020c,Chad Johnson,"6' 2""",230 lbs.,"80""",Orthodox,"Jul 22, 1986",6,2,0,5.92,0.68,7.8,0.4,0.0,0.0,0.0,0.0,-15.400634,-49.01354,-3.4559286,-12.81215,11.0125885
67533c6e7a2ac5f7e09af020,eebc23626e38f5dc,Liana Jojua,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 22, 1995",8,5,0,2.42,0.3,5.32,0.54,1.71,0.66,0.5,1.3,35.796917,20.990892,11.24314,6.007163,-7.068079
67533c6e7a2ac5f7e09af021,552b09cbf13b6328,Taylor Johnson,"6' 0""",185 lbs.,"74""",Switch,"Nov 09, 1990",5,1,0,5.09,0.6,1.13,0.33,8.49,1.0,1.0,0.0,20.496433,42.40502,8.899424,14.651563,2.820904
67533c6e7a2ac5f7e09af022,814e5233e2acf2ee,Charles Johnson,"5' 9""",125 lbs.,"70""",Switch,"Jan 10, 1991",17,6,0,4.77,0.5,3.62,0.57,0.56,0.23,0.67,0.4,34.781063,-20.411814,9.665099,-6.443371,-2.564529
67533c6e7a2ac5f7e09af023,a45bab49951a45cd,Tony Johnson,"6' 1""",265 lbs.,,,,11,3,0,2.0,0.53,4.73,0.31,2.0,0.22,0.0,0.0,-21.623703,3.1076863,-1.4663044,0.31261423,9.661588
67533c6e7a2ac5f7e09af026,36207c58e854cae5,Dashon Johnson,"5' 7""",145 lbs.,,Orthodox,"Jan 25, 1988",9,2,0,1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8,-1.3082881,-12.19751,0.81861025,-4.597511,5.727407
67533c6e7a2ac5f7e09af024,99bcdf5eac39898f,Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,"Nov 18, 1988",10,0,0,3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2,27.340311,33.983265,11.888451,9.779824,-1.1896515
67533c6e7a2ac5f7e09af025,cc900af167fbedfd,Timothy Johnson,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",12,4,0,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0,26.144798,-8.759289,6.4271293,-4.746484,-1.3258567
67533c6e7a2ac5f7e09af027,a9c45a8b21eabadc,Ralph Gracie,"5' 9""",183 lbs.,,Orthodox,,6,1,0,0.86,0.37,1.72,0.31,0.0,0.0,0.25,4.0,-24.357157,27.64611,-9.247932,5.950121,5.051687
67533c6e7a2ac5f7e09af028,aae0897825336b1a,Renzo Gracie,"5' 10""",185 lbs.,,Orthodox,"Mar 11, 1967",13,7,1,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8,0.41817728,-4.9165564,-0.8819275,-0.7260808,-1.1451719
67533c6e7a2ac5f7e09af029,52d92050a046bc17,Crosley Gracie,"5' 9""",190 lbs.,,Orthodox,"Jul 18, 1979",2,2,0,1.69,0.37,1.54,0.6,3.46,0.85,0.5,0.6,4.5260115,35.25486,2.8867075,11.554811,-0.50088495
67533c6e7a2ac5f7e09af02a,82d6a9ae41aac3f7,Daniel Gracie,"6' 2""",225 lbs.,,Orthodox,,5,4,1,1.9,0.38,1.33,0.59,0.36,1.0,0.8,2.1,29.255955,58.00396,3.5098803,19.2315,-6.0731854
67533c6e7a2ac5f7e09af02d,429e7d3725852ce9,Royce Gracie,"6' 1""",175 lbs.,,Southpaw,"Dec 12, 1966",15,2,3,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,-9.761576,-22.301908,-7.249045,-7.733444,-0.15066744
67533c6e7a2ac5f7e09af031,51e86de150ee8be6,Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",12,5,0,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,42.98853,17.531137,9.237374,17.906456,-8.840461
67533c6e7a2ac5f7e09af030,c44acf87e376c62b,Todd Gouwenberg,"6' 1""",205 lbs.,,Orthodox,"Sep 25, 1974",9,5,0,0.52,0.23,2.93,0.42,1.57,0.33,0.5,0.0,-0.2043484,-0.42101094,-2.6449876,0.79916245,-4.910391
67533c6e7a2ac5f7e09af02f,3f11b5d4bd76a6d9,Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",20,5,0,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0,-20.414385,-43.568325,-6.287115,-10.124747,13.058373
67533c6e7a2ac5f7e09af033,af5b208e97f5d382,Wilson Gouveia,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",14,8,0,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,5.7351327,11.670251,12.572718,5.093875,-5.997061
67533c6e7a2ac5f7e09af032,fb1538b46877a695,Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",23,12,0,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,4.788511,33.924248,3.5666041,11.39531,0.87513846
67533c6e7a2ac5f7e09af034,40f3cb27fc7305a1,Themba Gorimbo,"6' 1""",170 lbs.,"77""",Orthodox,"Jan 23, 1991",14,4,0,3.11,0.61,1.07,0.56,4.89,0.65,0.82,0.6,18.993336,37.160103,7.997124,12.214911,0.49474546
