_id,fighter_id,name,height,weight,reach,stance,dob,n_win,n_loss,n_draw,sig_str_land_pM,sig_str_land_pct,sig_str_abs_pM,sig_str_def_pct,td_avg,td_land_pct,td_def_pct,sub_avg
67533c6e7a2ac5f7e09aee47,e361e5c858af6ff1,Alex Karalexis,"5' 8""",155 lbs.,"66""",Orthodox,"Sep 20, 1977",10,6,0,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9
67533c6e7a2ac5f7e09aee55,8b69839f3555a67b,Martin Kampmann,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982",20,7,0,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0
67533c6e7a2ac5f7e09aee58,9336e86cfd4ceaa1,Bryson Kamaka,"5' 11""",170 lbs.,,Orthodox,,12,20,1,9.47,0.6,12.63,0.0,0.0,0.0,1.0,0.0
67533c6e7a2ac5f7e09aee54,efd2b3e9bb7965a4,Bharat Kandare,"5' 7""",135 lbs.,"72""",Orthodox,"Jun 20, 1987",5,3,0,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee57,304fcd812f12c589,Geza Kalman,"6' 1""",200 lbs.,,,,4,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee4d,5669b828e7e11329,David Kaplan,"5' 7""",155 lbs.,,Orthodox,"Nov 16, 1979",3,4,0,2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7
67533c6e7a2ac5f7e09aee51,f3a078277b3b8ff4,Masanori Kanehara,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982",26,12,5,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9
67533c6e7a2ac5f7e09aee4a,853eb0dd5c0e2149,Kai Kara-France,"5' 4""",125 lbs.,"69""",Orthodox,"Mar 26, 1993",25,11,0,4.56,0.39,3.22,0.65,0.61,0.33,0.88,0.0
67533c6e7a2ac5f7e09aee52,eda579d906cf0ca2,Hiromitsu Kanehara,"5' 10""",200 lbs.,,Orthodox,"Oct 05, 1970",19,27,5,0.76,0.22,4.39,0.4,0.0,0.0,0.4,0.4
67533c6e7a2ac5f7e09aee53,b42d3a1469dab722,Koya Kanda,"5' 9""",145 lbs.,"75""",Southpaw,"Dec 20, 1995",12,5,0,3.63,0.41,2.9,0.53,2.0,0.18,1.0,0.0
67533c6e7a2ac5f7e09aee56,a46fa1c7972548d0,Shuya Kamikubo,"5' 5""",135 lbs.,"68""",Switch,"Apr 12, 1993",13,2,1,3.83,0.54,4.9,0.47,1.5,0.15,0.0,0.5
67533c6e7a2ac5f7e09aee48,257b0c8d6f199895,Impa Kasanganay,"5' 11""",170 lbs.,"75""",Orthodox,"Jan 17, 1994",9,2,0,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2
67533c6e7a2ac5f7e09aee4c,43292ecf0e72c143,Georgi Karakhanyan,"5' 8""",145 lbs.,,,"May 29, 1985",26,7,1,4.49,0.39,5.0,0.54,1.41,0.5,0.33,1.9
67533c6e7a2ac5f7e09aee4e,a7897d200692ab64,Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987",19,11,0,3.13,0.47,3.32,0.54,1.97,0.5,0.68,0.8
67533c6e7a2ac5f7e09aee49,e4faa79383c9f214,Ernesta Kareckaite,"5' 9""",125 lbs.,"71""",Orthodox,"Jul 05, 1998",5,1,1,7.9,0.42,6.9,0.43,1.0,0.66,0.86,0.0
67533c6e7a2ac5f7e09aee59,eee0ef3e2b14816b,Kai Kamaka,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 05, 1995",8,4,1,4.96,0.57,5.29,0.55,1.93,0.58,0.52,0.3
67533c6e7a2ac5f7e09aee5a,50a28b9f8314e008,Saidyokub Kakhramonov,"5' 8""",135 lbs.,"69""",Orthodox,"Nov 14, 1995",10,3,0,2.05,0.51,0.88,0.58,6.63,0.48,0.83,1.9
67533c6e7a2ac5f7e09aee5b,2525a853486ee670,Sirwan Kakai,"5' 5""",135 lbs.,,Orthodox,"Oct 03, 1989",12,5,0,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0
67533c6e7a2ac5f7e09aee5c,00a35c92b03992b0,Oron Kahlon,"5' 8""",135 lbs.,"70""",Orthodox,"Nov 04, 1984",16,1,0,0.85,0.37,4.93,0.36,0.0,0.0,0.4,0.0
67533c6e7a2ac5f7e09aee5d,0565706b1e7f7e7c,Kaiwen,"5' 9""",145 lbs.,"72""",Switch,"Oct 16, 1995",12,6,0,4.32,0.49,3.74,0.54,0.78,0.33,0.92,0.0
67533c6e7a2ac5f7e09aee5e,c06a9b48d4132c8e,James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",9,5,0,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2
67533c6e7a2ac5f7e09aee5f,6e92eb1242b46636,Steve Montgomery,"6' 4""",185 lbs.,,Southpaw,"Dec 19, 1990",9,5,0,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0
67533c6e7a2ac5f7e09aee60,3e38b1ea16bd4d86,Antonio Monteiro,"5' 7""",145 lbs.,"70""",Orthodox,"Jul 02, 1995",17,5,1,3.93,0.49,8.33,0.33,1.0,0.33,0.66,1.0
67533c6e7a2ac5f7e09aee61,c1ea9d56cd953586,Emily Kagan,"5' 3""",115 lbs.,,,"Jul 14, 1981",3,3,0,2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0
67533c6e7a2ac5f7e09aee62,a112097ad877a48f,Alberto Montes,"5' 7""",145 lbs.,"69""",Orthodox,"May 31, 1994",11,1,0,4.98,0.66,4.85,0.57,0.0,0.0,0.66,9.8
67533c6e7a2ac5f7e09aee64,8163cd7de0342652,Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",7,5,0,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0
67533c6e7a2ac5f7e09aee63,1de9ad94de18eeaf,Nicco Montano,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988",5,3,0,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4
67533c6e7a2ac5f7e09aee65,94508d80e1f885fc,Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",15,3,0,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0
67533c6e7a2ac5f7e09aee68,a8e133139286df84,Hidetaka Monma,"6' 0""",168 lbs.,,Orthodox,"Oct 23, 1973",18,11,4,1.67,0.25,9.76,0.34,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee67,bffeb123b21c9aad,Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",13,5,0,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4
67533c6e7a2ac5f7e09aee69,cbfd1d34356a004c,Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",60,26,1,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7
67533c6e7a2ac5f7e09aee6b,606136dee6f6ecea,Dan Molina,"5' 10""",216 lbs.,,,"Jun 14, 1984",13,9,0,0.0,0.0,5.58,0.6,0.0,0.0,0.0,20.9
67533c6e7a2ac5f7e09aee6a,02d276b7d62b3472,Rudyard Moncayo,"5' 10""",195 lbs.,,Orthodox,,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee6c,008ea710276c9606,Jeff Molina,"5' 6""",125 lbs.,"69""",Orthodox,"Jul 17, 1997",11,2,0,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0
67533c6e7a2ac5f7e09aee6d,192520689012c7e4,Suman Mokhtarian,"5' 8""",145 lbs.,"72""",Orthodox,"Jun 13, 1992",8,5,0,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee6e,e9bc5748e6a76bb6,Ashkan Mokhtarian,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985",13,3,0,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0
67533c6e7a2ac5f7e09aee6f,75353550928a7921,Muhammad Mokaev,"5' 7""",125 lbs.,"70""",Orthodox,"Jul 30, 2000",13,0,0,1.61,0.45,1.35,0.57,5.29,0.41,0.25,0.8
67533c6e7a2ac5f7e09aee70,b6452706b373eea1,Renato Moicano,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",20,5,1,4.42,0.49,3.6,0.6,1.87,0.44,0.72,0.6
67533c6e7a2ac5f7e09aee71,04c15b52c3cc1cab,Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",9,7,0,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0
67533c6e7a2ac5f7e09aee73,d76ad9a08c4408ff,Bobby Moffett,"5' 10""",145 lbs.,"73""",Orthodox,"Jun 01, 1990",13,5,0,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4
67533c6e7a2ac5f7e09aee75,4498b382c65a7faa,Roxanne Modafferi,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",25,21,0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1
67533c6e7a2ac5f7e09aee74,478c8706bdb92440,Tatsuya Mizuno,"6' 1""",205 lbs.,,Southpaw,"Jun 02, 1981",16,12,1,2.25,0.37,3.52,0.53,1.19,0.25,0.4,3.6
67533c6e7a2ac5f7e09aee76,d945aae53e3e54e6,Thiago Moises,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",18,8,0,2.39,0.4,4.14,0.54,1.47,0.35,0.55,1.3
67533c6e7a2ac5f7e09aee77,43a59ce3bb40449e,Mizuki,"5' 3""",115 lbs.,"65""",Orthodox,"Aug 19, 1994",15,6,0,4.56,0.5,5.62,0.48,0.33,0.14,0.85,0.0
67533c6e7a2ac5f7e09aee78,9649d75defe0dedb,Motoki Miyazawa,"5' 11""",168 lbs.,,Southpaw,,7,3,0,1.23,0.28,3.91,0.61,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee79,af70d268e5352186,Kazuyuki Miyata,"5' 8""",139 lbs.,,Orthodox,,15,9,0,2.04,0.52,1.82,0.63,4.31,0.46,0.68,0.0
67533c6e7a2ac5f7e09aee7a,c9885b1b7c7055a0,Tomoya Miyashita,"5' 7""",139 lbs.,,Southpaw,,17,9,7,1.67,0.65,0.93,0.33,4.0,0.8,0.0,2.0
67533c6e7a2ac5f7e09aee7b,48e093ea1f43a053,Takeya Mizugaki,"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983",21,11,2,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1
67533c6e7a2ac5f7e09aee7c,f64e4ecd214c6378,Jonathan  Mix,"6' 0""",168 lbs.,,,"Nov 09, 1980",7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee7d,509697e08673d2e5,Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981",12,7,0,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6
67533c6e7a2ac5f7e09aee7e,2b4faacc16d66898,Eiji Mitsuoka,"5' 7""",145 lbs.,,Southpaw,"Jan 01, 1976",18,9,2,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6
67533c6e7a2ac5f7e09aee14,1a08b01fdabb6ae2,Tony Kelley,"5' 9""",135 lbs.,"70""",Switch,"Jan 21, 1987",8,3,0,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4
67533c6e7a2ac5f7e09aee81,568bebed6366b667,Maurice Mitchell,"5' 9""",145 lbs.,,Orthodox,"Jun 29, 1987",11,2,0,3.8,0.55,3.54,0.6,0.0,0.0,1.0,0.0
67533c6e7a2ac5f7e09aee80,2961be02cfb0d2c1,Roman Mitichyan,"5' 10""",170 lbs.,,Orthodox,"Sep 04, 1978",8,3,0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9
67533c6e7a2ac5f7e09aee8c,b909a9a9688b5284,Gabriel Miranda,"5' 11""",145 lbs.,"71""",Orthodox,"Mar 25, 1990",17,7,0,2.82,0.4,5.3,0.37,3.85,0.33,0.0,1.3
67533c6e7a2ac5f7e09aee83,3d960455f880bb25,Clay Mitchell,"6' 2""",185 lbs.,,,,1,2,0,1.63,0.85,0.0,0.0,0.0,0.0,1.0,4.1
67533c6e7a2ac5f7e09aee8b,5e7a28f20927d64a,Kazuo Misaki,"5' 8""",183 lbs.,,Orthodox,"Apr 25, 1976",25,11,2,2.85,0.4,2.74,0.63,0.72,0.38,0.51,0.6
67533c6e7a2ac5f7e09aee84,7263e0dc082adc87,Brad Mitchell,"5' 11""",145 lbs.,,,"Oct 10, 1974",4,2,0,1.15,0.33,4.2,0.52,0.0,0.0,1.0,1.9
67533c6e7a2ac5f7e09aee8d,992c82450d96f726,Damir Mirenic,"6' 0""",185 lbs.,,Orthodox,"Aug 02, 1974",9,4,0,0.84,0.5,9.86,0.35,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee89,b14a68c533f4a4aa,Dokonjonosuke Mishima,"5' 7""",155 lbs.,,Southpaw,"Apr 19, 1972",21,7,2,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4
67533c6e7a2ac5f7e09aee92,d28dee5c705991df,Stipe Miocic,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",20,5,0,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0
67533c6e7a2ac5f7e09aee93,40d8b74488743800,Carlton Minus,"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993",10,3,0,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0
67533c6e7a2ac5f7e09aee85,d9c6f19f958643e9,Bryce Mitchell,"5' 10""",145 lbs.,"70""",Southpaw,"Oct 04, 1994",16,3,0,2.3,0.58,1.63,0.58,3.45,0.41,0.33,1.6
67533c6e7a2ac5f7e09aee90,df2bf09c99594848,Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979",14,7,0,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0
67533c6e7a2ac5f7e09aee8e,4bcb6eb12b4ad4aa,Vitor Miranda,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979",12,5,0,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2
67533c6e7a2ac5f7e09aee8a,3f87218a7aca84c4,Toby Misech,"5' 8""",145 lbs.,,Southpaw,"Mar 07, 1988",9,5,0,3.27,0.4,7.73,0.46,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee12,3c660c90d48fc80d,Tim Kennedy,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979",18,6,0,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7
67533c6e7a2ac5f7e09aee86,c06d554ce1713fd3,Danny Mitchell,"6' 2""",170 lbs.,,Orthodox,"Aug 08, 1986",19,9,1,2.53,0.49,2.53,0.52,0.0,0.0,1.0,3.0
67533c6e7a2ac5f7e09aee87,8f3df4c579cfbb69,David Mitchell,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 24, 1979",22,7,0,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0
67533c6e7a2ac5f7e09aee91,1ff9589f9065a9ed,Frank Mir,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",18,11,0,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0
67533c6e7a2ac5f7e09aee94,34e516ab361afb1c,Darrick Minner,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",26,14,0,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7
67533c6e7a2ac5f7e09aee99,72ffecf712673af1,Adam Milstead,"6' 3""",205 lbs.,"76""",Orthodox,"Jul 03, 1987",8,4,0,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0
67533c6e7a2ac5f7e09aee9a,6cadfd8f1d9e7685,Che Mills,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",16,10,0,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0
67533c6e7a2ac5f7e09aee98,4b1d46a1b5c0fd11,Alberto Mina,"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982",13,1,0,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0
67533c6e7a2ac5f7e09aeea3,b2f88c04c4dd43ce,Jason Miller,"6' 1""",185 lbs.,,Orthodox,"Dec 24, 1980",23,10,0,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3
67533c6e7a2ac5f7e09aeea2,18aecaf50f52e4c3,Phillip Miller,"5' 11""",185 lbs.,,Orthodox,"Feb 20, 1979",16,0,0,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6
67533c6e7a2ac5f7e09aee97,ce6065baef021cf3,Ikuhisa Minowa,"5' 9""",181 lbs.,,Orthodox,"Jan 12, 1976",60,42,8,0.88,0.4,1.66,0.49,1.82,0.41,0.05,1.9
67533c6e7a2ac5f7e09aeea1,282fa667ff9c51ed,Cole Miller,"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",21,11,0,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8
67533c6e7a2ac5f7e09aeea0,45a2ba3ef82b9700,Henry Miller,"5' 7""",270 lbs.,,Southpaw,"Jul 16, 1969",6,16,0,1.25,0.36,2.16,0.54,0.55,0.25,0.6,0.0
67533c6e7a2ac5f7e09aee9e,3ff0d0dc7a14bb50,Micah Miller,"6' 0""",145 lbs.,,Orthodox,"Feb 14, 1987",20,8,0,1.33,0.33,2.15,0.54,0.98,0.37,0.21,2.0
67533c6e7a2ac5f7e09aee9f,a4d055f1435d6d75,Aaron Miller,"5' 9""",145 lbs.,,,,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aee9d,39019970ac8543e9,Mo Miller,"5' 8""",135 lbs.,"72""",Orthodox,"Aug 10, 1992",6,0,0,1.87,0.45,1.33,0.6,4.0,0.8,0.0,0.0
67533c6e7a2ac5f7e09aee9b,f2c934689243fe4e,Eddy Millis,"6' 1""",185 lbs.,,,,0,2,0,0.0,0.0,3.36,0.22,0.0,0.0,0.0,7.2
67533c6e7a2ac5f7e09aee9c,aa0c573da7119292,Juliana Miller,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996",4,3,0,3.31,0.45,4.75,0.32,1.84,0.44,0.0,1.8
67533c6e7a2ac5f7e09aeea7,3c48019bc387b80c,Billy Miles,"5' 10""",170 lbs.,,Orthodox,"Apr 28, 1978",2,2,0,0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeea6,cedfdf8d423d500c,Pat Miletich,"5' 10""",170 lbs.,,Orthodox,"Mar 09, 1968",29,7,2,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0
67533c6e7a2ac5f7e09aeea5,d0c29452d3272603,Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",14,8,0,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8
67533c6e7a2ac5f7e09aee96,56c975c4a2b357a5,Vitaly Minakov,"6' 2""",249 lbs.,,,"Feb 06, 1985",20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeea4,f1928a52590c5532,Curtis Millender,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987",17,5,0,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0
67533c6e7a2ac5f7e09aeea8,d6285cba1d1052e0,Bojan Mihajlovic,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",10,6,0,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0
67533c6e7a2ac5f7e09aee82,f3ca6908f78efebe,Terrence Mitchell,"5' 10""",135 lbs.,"74""",Orthodox,"Dec 30, 1989",14,4,0,2.21,0.34,8.85,0.41,3.69,0.5,0.0,0.0
67533c6e7a2ac5f7e09aeea9,a6fa5dd90528e9f7,Gabriel Miglioli,"5' 8""",170 lbs.,,,,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeeaa,2b284840ca89876a,Chris Mierzwiak,"6' 1""",185 lbs.,,,"Feb 14, 1988",5,3,0,1.6,0.61,1.73,0.48,2.0,0.28,0.0,1.0
67533c6e7a2ac5f7e09aeeab,d1941565abf50b16,Jim Miller,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",38,18,0,2.99,0.42,3.51,0.56,1.52,0.44,0.49,1.7
67533c6e7a2ac5f7e09aeeac,5b5b9c6f6f270369,Kristof Midoux,"6' 1""",220 lbs.,,Orthodox,"Jul 30, 1974",6,10,0,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeead,f62850b3c7480db9,Keith Mielke,"5' 8""",185 lbs.,,,,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeeae,a36a14985a57a1c6,Zachary Micklewright,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976",15,3,0,5.56,0.53,4.72,0.54,0.7,0.12,1.0,0.0
67533c6e7a2ac5f7e09aeebc,275cafc9de131c83,Dave Menne,"5' 10""",170 lbs.,,Orthodox,"Jul 29, 1974",45,17,2,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5
67533c6e7a2ac5f7e09aeeb2,79325a3c1a5c3bf4,Andreas Michailidis,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 18, 1988",13,6,0,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0
67533c6e7a2ac5f7e09aeeb3,5823ceab56741617,Jonathan Meunier,"6' 3""",170 lbs.,,Switch,"Aug 04, 1987",8,1,0,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0
67533c6e7a2ac5f7e09aeeb1,f782f953bfe7b5f2,Jonathan Micallef,"6' 0""",170 lbs.,"77""",Southpaw,"Mar 05, 1999",7,1,0,0.33,0.25,1.66,0.16,4.97,0.5,0.5,5.0
67533c6e7a2ac5f7e09aeeb6,946f341df6472ee0,Guy Mezger,"6' 1""",200 lbs.,,Orthodox,"Jan 01, 1968",30,14,2,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0
67533c6e7a2ac5f7e09aeebb,36120738148f203f,Buck Meredith,"6' 2""",185 lbs.,,,"May 17, 1982",3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeeb5,3623bd267a2eef2e,Yaotzin Meza,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 04, 1981",21,11,0,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4
67533c6e7a2ac5f7e09aeeba,c1135a6892e916db,Adam Meredith,"6' 2""",170 lbs.,,,,5,3,0,2.63,0.5,2.11,0.55,7.89,1.0,1.0,7.9
67533c6e7a2ac5f7e09aeeb8,5bdcbd8dd681a257,Jeremiah Metcalf,"6' 1""",185 lbs.,,Orthodox,,13,7,0,1.74,0.59,0.27,0.6,4.02,0.66,1.0,2.0
67533c6e7a2ac5f7e09aeeaf,49f4b511932f71e9,David Michaud,"5' 9""",155 lbs.,,Orthodox,"Nov 10, 1988",11,3,0,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7
67533c6e7a2ac5f7e09aeebd,3bc27ec15facbcf3,Steve Mensing,"5' 11""",185 lbs.,,Orthodox,"Dec 06, 1977",9,13,2,0.0,0.0,9.51,0.42,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeeb7,e82d5f54daa85a7e,Joe Merritt,"6' 0""",170 lbs.,,Orthodox,"Mar 07, 1984",7,2,0,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0
67533c6e7a2ac5f7e09aeeb0,f903967fd320da38,Chris Mickle,"5' 9""",145 lbs.,,Orthodox,"Jul 10, 1983",30,21,2,3.03,0.27,9.7,0.48,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeeb4,f5e4ce11afbdfb61,Brandon Michaels,"5' 9""",185 lbs.,,,,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeebf,869d68b5383131fd,Pietro Menga,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988",13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeec0,5755960ebd0b16f6,Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",25,12,0,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0
67533c6e7a2ac5f7e09aeec1,3d5b1ce6097dbb49,Augusto Mendes,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983",6,2,0,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0
67533c6e7a2ac5f7e09aeec2,48812daf291a4e23,Mateus Mendonca,"5' 6""",125 lbs.,"71""",Orthodox,"Jan 17, 1999",10,3,0,1.66,0.4,4.14,0.3,2.54,0.27,0.55,0.4
67533c6e7a2ac5f7e09aeec3,a495f599e787614f,Alonzo Menifield,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",15,5,1,3.77,0.54,3.7,0.49,0.63,0.33,0.76,0.2
67533c6e7a2ac5f7e09aeec4,49e49b54e5901d0d,Eddie Mendez,"5' 10""",185 lbs.,,,"Jan 16, 1984",8,3,1,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeec5,b5b684eac99ae0a3,Chad Mendes,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",18,5,0,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3
67533c6e7a2ac5f7e09aeec7,672ef06fd9f41f7d,Marcelo Mello,"5' 7""",170 lbs.,,Southpaw,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeec9,64b8561624d3b15e,Nair Melikyan,"5' 6""",155 lbs.,,,"Aug 08, 1997",11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeec6,8a028648f3f0761d,Fabio Mello,"5' 5""",155 lbs.,,Southpaw,,11,8,0,0.86,0.35,3.94,0.5,0.0,0.0,0.0,0.0
67533c6e7a2ac5f7e09aeec8,9b7dfb3b7d99926a,Vanessa Melo,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",11,8,0,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0
67533c6e7a2ac5f7e09aeecb,2b06b6ad5db63348,Brandon Melendez,"5' 11""",155 lbs.,,Southpaw,"Mar 24, 1983",25,25,0,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0
67533c6e7a2ac5f7e09aeeca,3795fca327cbcf23,Antonio Mendes,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",18,13,0,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0
67533c6e7a2ac5f7e09aeecc,aa5b4eff51bdc7d1,Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",22,8,0,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2
67533c6e7a2ac5f7e09aeecf,c0a93b52096b7682,Frank Megallon,"5' 10""",185 lbs.,,Southpaw,,2,3,0,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0
